,mysql/mysql-server,FirebirdSQL/firebird,postgres/postgres
2019-06-26,23.590274571367008,3.875973466309601,3.635646566318835
2019-06-27,14.102879613383813,0.9123880321359312,2.405954689568135
2019-06-28,42.77234740049866,5.293340413088313,1.2658986671591714
2019-06-29,17.060862806661124,1.744320805245175,5.758895866038722
2019-06-30,19.683519561670824,1.9581755779234769,9.527318619755595
2019-07-01,14.53242066057192,3.840043709791609,10.389955982392957
2019-07-02,28.257695385846645,1.3757579955058947,7.016329608766584
2019-07-03,27.590274571367008,2.875973466309601,6.635646566318835
2019-07-04,34.10287961338381,1.9123880321359312,9.405954689568135
2019-07-05,42.77234740049866,1.2933404130883122,7.265898667159171
2019-07-06,19.060862806661124,2.744320805245175,6.758895866038722
2019-07-07,20.683519561670824,1.9581755779234769,4.5273186197555955
2019-07-08,20.532420660571923,-0.15995629020839108,4.389955982392957
2019-07-09,25.257695385846645,0.3757579955058946,4.016329608766584
2019-07-10,45.59027457136701,1.8759734663096008,5.635646566318835
2019-07-11,15.102879613383813,0.9123880321359312,0.40595468956813496
2019-07-12,29.77234740049866,-0.7066595869116877,2.2658986671591714
2019-07-13,27.060862806661124,0.744320805245175,8.758895866038722
2019-07-14,20.683519561670824,0.958175577923477,9.527318619755595
2019-07-15,20.532420660571923,0.8400437097916089,5.389955982392957
2019-07-16,16.257695385846645,0.3757579955058946,6.016329608766584
2019-07-17,33.59027457136701,0.8759734663096007,5.635646566318835
2019-07-18,35.10287961338381,0.9123880321359312,9.405954689568135
2019-07-19,33.77234740049866,-0.7066595869116877,4.265898667159171
2019-07-20,19.060862806661124,2.744320805245175,4.758895866038722
2019-07-21,20.683519561670824,1.9581755779234769,6.5273186197555955
2019-07-22,35.53242066057192,1.840043709791609,6.389955982392957
2019-07-23,19.257695385846645,1.3757579955058947,4.016329608766584
2019-07-24,5.590274571367009,0.8759734663096007,5.635646566318835
2019-07-25,14.102879613383813,-0.08761196786406873,8.405954689568135
2019-07-26,60.77234740049866,-0.7066595869116877,7.265898667159171
2019-07-27,24.060862806661124,0.744320805245175,7.758895866038722
2019-07-28,18.683519561670824,0.958175577923477,7.5273186197555955
2019-07-29,17.532420660571923,-0.15995629020839108,3.3899559823929573
2019-07-30,8.257695385846647,-0.6242420044941054,3.0163296087665836
2019-07-31,24.590274571367008,-0.12402653369039925,3.635646566318835
2019-08-01,25.102879613383813,0.9123880321359312,7.405954689568135
2019-08-02,4.772347400498662,1.2933404130883122,1.2658986671591714
2019-08-03,17.060862806661124,2.744320805245175,1.7588958660387228
2019-08-04,18.683519561670824,1.9581755779234769,8.527318619755595
2019-08-05,22.532420660571923,1.840043709791609,5.389955982392957
2019-08-06,29.257695385846645,1.3757579955058947,2.0163296087665836
2019-08-07,8.590274571367008,0.8759734663096007,7.635646566318835
2019-08-08,18.102879613383813,-0.08761196786406873,3.405954689568135
2019-08-09,-0.22765259950133832,0.29334041308831227,2.2658986671591714
2019-08-10,19.060862806661124,1.744320805245175,3.758895866038723
2019-08-11,18.683519561670824,3.958175577923477,4.5273186197555955
2019-08-12,16.532420660571923,7.840043709791609,4.389955982392957
2019-08-13,30.257695385846645,1.3757579955058947,5.016329608766584
2019-08-14,20.590274571367008,1.8759734663096008,3.635646566318835
2019-08-15,31.102879613383813,2.9123880321359312,2.405954689568135
2019-08-16,11.772347400498662,2.293340413088312,6.265898667159171
2019-08-17,17.060862806661124,0.744320805245175,3.758895866038723
2019-08-18,20.683519561670824,0.958175577923477,8.527318619755595
2019-08-19,30.532420660571923,0.8400437097916089,7.389955982392957
2019-08-20,21.257695385846645,-0.6242420044941054,3.0163296087665836
2019-08-21,20.590274571367008,-0.12402653369039925,3.635646566318835
2019-08-22,39.10287961338381,-0.08761196786406873,2.405954689568135
2019-08-23,38.77234740049866,-0.7066595869116877,0.26589866715917143
2019-08-24,17.060862806661124,0.744320805245175,5.758895866038722
2019-08-25,18.683519561670824,0.958175577923477,5.5273186197555955
2019-08-26,8.53242066057192,0.8400437097916089,6.389955982392957
2019-08-27,39.257695385846645,3.3757579955058947,7.016329608766584
2019-08-28,44.59027457136701,0.8759734663096007,3.635646566318835
2019-08-29,18.102879613383813,-0.08761196786406873,1.405954689568135
2019-08-30,13.772347400498662,0.29334041308831227,1.2658986671591714
2019-08-31,30.060862806661124,0.744320805245175,3.758895866038723
2019-09-01,23.683519561670824,0.958175577923477,3.527318619755595
2019-09-02,17.532420660571923,1.840043709791609,3.3899559823929573
2019-09-03,10.257695385846647,-0.6242420044941054,7.016329608766584
2019-09-04,16.590274571367008,-0.12402653369039925,0.6356465663188351
2019-09-05,22.102879613383813,1.9123880321359312,2.405954689568135
2019-09-06,53.77234740049866,4.293340413088313,9.26589866715917
2019-09-07,37.06086280666112,2.744320805245175,3.758895866038723
2019-09-08,20.683519561670824,1.9581755779234769,8.527318619755595
2019-09-09,14.53242066057192,-0.15995629020839108,5.389955982392957
2019-09-10,28.257695385846645,-0.6242420044941054,3.0163296087665836
2019-09-11,13.590274571367008,-0.12402653369039925,2.635646566318835
2019-09-12,4.102879613383814,0.9123880321359312,7.405954689568135
2019-09-13,14.772347400498662,1.2933404130883122,6.265898667159171
2019-09-14,17.060862806661124,4.744320805245175,4.758895866038722
2019-09-15,20.683519561670824,1.9581755779234769,5.5273186197555955
2019-09-16,20.532420660571923,0.8400437097916089,1.3899559823929573
2019-09-17,21.257695385846645,3.3757579955058947,2.0163296087665836
2019-09-18,21.590274571367008,1.8759734663096008,3.635646566318835
2019-09-19,22.102879613383813,4.912388032135931,9.405954689568135
2019-09-20,1.7723474004986617,1.2933404130883122,8.26589866715917
2019-09-21,17.060862806661124,1.744320805245175,4.758895866038722
2019-09-22,20.683519561670824,0.958175577923477,5.5273186197555955
2019-09-23,16.532420660571923,0.8400437097916089,4.389955982392957
2019-09-24,10.257695385846647,1.3757579955058947,4.016329608766584
2019-09-25,19.590274571367008,0.8759734663096007,13.635646566318835
2019-09-26,16.102879613383813,0.9123880321359312,5.405954689568135
2019-09-27,44.77234740049866,0.29334041308831227,10.26589866715917
2019-09-28,17.060862806661124,0.744320805245175,4.758895866038722
2019-09-29,26.683519561670824,0.958175577923477,8.527318619755595
2019-09-30,42.53242066057192,3.840043709791609,10.389955982392957
2019-10-01,29.257695385846645,0.3757579955058946,6.016329608766584
2019-10-02,-0.4097254286329912,-0.12402653369039925,0.6356465663188351
2019-10-03,25.102879613383813,-0.08761196786406873,3.405954689568135
2019-10-04,-0.22765259950133832,-0.7066595869116877,9.26589866715917
2019-10-05,17.060862806661124,1.744320805245175,6.758895866038722
2019-10-06,26.683519561670824,1.9581755779234769,4.5273186197555955
2019-10-07,24.532420660571923,0.8400437097916089,8.389955982392957
2019-10-08,17.257695385846645,1.3757579955058947,3.0163296087665836
2019-10-09,2.590274571367009,0.8759734663096007,3.635646566318835
2019-10-10,33.10287961338381,2.9123880321359312,2.405954689568135
2019-10-11,12.772347400498662,2.293340413088312,0.26589866715917143
2019-10-12,17.060862806661124,1.744320805245175,3.758895866038723
2019-10-13,23.683519561670824,0.958175577923477,7.5273186197555955
2019-10-14,19.532420660571923,-0.15995629020839108,1.3899559823929573
2019-10-15,39.257695385846645,-0.6242420044941054,0.016329608766583736
2019-10-16,18.590274571367008,-0.12402653369039925,7.635646566318835
2019-10-17,27.102879613383813,1.9123880321359312,2.405954689568135
2019-10-18,15.772347400498662,1.2933404130883122,4.265898667159171
2019-10-19,17.060862806661124,2.744320805245175,6.758895866038722
2019-10-20,20.683519561670824,1.9581755779234769,3.527318619755595
2019-10-21,8.53242066057192,1.840043709791609,8.389955982392957
2019-10-22,22.257695385846645,0.3757579955058946,1.0163296087665836
2019-10-23,24.590274571367008,-0.12402653369039925,4.635646566318835
2019-10-24,10.102879613383813,-0.08761196786406873,2.405954689568135
2019-10-25,9.772347400498662,0.29334041308831227,9.26589866715917
2019-10-26,18.060862806661124,1.744320805245175,4.758895866038722
2019-10-27,18.683519561670824,0.958175577923477,3.527318619755595
2019-10-28,3.5324206605719213,0.8400437097916089,4.389955982392957
2019-10-29,5.257695385846647,1.3757579955058947,1.0163296087665836
2019-10-30,12.590274571367008,0.8759734663096007,3.635646566318835
2019-10-31,7.102879613383814,1.9123880321359312,1.405954689568135
2019-11-01,-7.227652599501338,2.293340413088312,3.2658986671591714
2019-11-02,17.060862806661124,1.744320805245175,3.758895866038723
2019-11-03,18.683519561670824,0.958175577923477,4.5273186197555955
2019-11-04,13.53242066057192,-0.15995629020839108,3.3899559823929573
2019-11-05,7.257695385846647,1.3757579955058947,8.016329608766585
2019-11-06,9.590274571367008,1.8759734663096008,9.635646566318835
2019-11-07,26.102879613383813,1.9123880321359312,8.405954689568135
2019-11-08,18.77234740049866,2.293340413088312,5.265898667159171
2019-11-09,17.060862806661124,1.744320805245175,7.758895866038722
2019-11-10,20.683519561670824,0.958175577923477,2.527318619755595
2019-11-11,28.532420660571923,-0.15995629020839108,7.389955982392957
2019-11-12,40.257695385846645,0.3757579955058946,8.016329608766585
2019-11-13,14.590274571367008,1.8759734663096008,9.635646566318835
2019-11-14,34.10287961338381,0.9123880321359312,3.405954689568135
2019-11-15,37.77234740049866,1.2933404130883122,0.26589866715917143
2019-11-16,22.060862806661124,1.744320805245175,5.758895866038722
2019-11-17,18.683519561670824,0.958175577923477,3.527318619755595
2019-11-18,16.532420660571923,0.8400437097916089,0.38995598239295726
2019-11-19,19.257695385846645,0.3757579955058946,8.016329608766585
2019-11-20,25.590274571367008,-0.12402653369039925,7.635646566318835
2019-11-21,43.10287961338381,-0.08761196786406873,7.405954689568135
2019-11-22,83.77234740049866,-0.7066595869116877,5.265898667159171
2019-11-23,23.060862806661124,1.744320805245175,4.758895866038722
2019-11-24,18.683519561670824,1.9581755779234769,9.527318619755595
2019-11-25,38.53242066057192,-0.15995629020839108,6.389955982392957
2019-11-26,41.257695385846645,0.3757579955058946,3.0163296087665836
2019-11-27,41.59027457136701,1.8759734663096008,2.635646566318835
2019-11-28,20.102879613383813,0.9123880321359312,7.405954689568135
2019-11-29,15.772347400498662,0.29334041308831227,4.265898667159171
2019-11-30,24.060862806661124,1.744320805245175,4.758895866038722
2019-12-01,18.683519561670824,3.958175577923477,4.5273186197555955
2019-12-02,13.53242066057192,0.8400437097916089,3.3899559823929573
2019-12-03,23.257695385846645,-0.6242420044941054,6.016329608766584
2019-12-04,30.590274571367008,3.875973466309601,4.635646566318835
2019-12-05,35.10287961338381,0.9123880321359312,1.405954689568135
2019-12-06,16.77234740049866,20.293340413088313,5.265898667159171
2019-12-07,17.060862806661124,2.744320805245175,2.758895866038723
2019-12-08,20.683519561670824,2.958175577923477,4.5273186197555955
2019-12-09,12.53242066057192,3.840043709791609,2.3899559823929573
2019-12-10,16.257695385846645,2.3757579955058947,4.016329608766584
2019-12-11,19.590274571367008,0.8759734663096007,6.635646566318835
2019-12-12,8.102879613383813,0.9123880321359312,5.405954689568135
2019-12-13,-1.2276525995013383,1.2933404130883122,1.2658986671591714
2019-12-14,20.060862806661124,1.744320805245175,6.758895866038722
2019-12-15,21.683519561670824,0.958175577923477,3.527318619755595
2019-12-16,9.53242066057192,-0.15995629020839108,5.389955982392957
2019-12-17,18.257695385846645,-0.6242420044941054,13.016329608766585
2019-12-18,18.590274571367008,0.8759734663096007,9.635646566318835
2019-12-19,23.102879613383813,1.9123880321359312,8.405954689568135
2019-12-20,64.77234740049866,1.2933404130883122,6.265898667159171
2019-12-21,21.060862806661124,1.744320805245175,4.758895866038722
2019-12-22,23.683519561670824,5.958175577923477,4.5273186197555955
2019-12-23,6.532420660571921,1.840043709791609,5.389955982392957
2019-12-24,-1.742304614153353,7.375757995505895,2.0163296087665836
2019-12-25,-4.409725428632991,1.8759734663096008,2.635646566318835
2019-12-26,3.1028796133838137,2.9123880321359312,6.405954689568135
2019-12-27,-1.2276525995013383,2.293340413088312,3.2658986671591714
2019-12-28,17.060862806661124,1.744320805245175,2.758895866038723
2019-12-29,18.683519561670824,0.958175577923477,2.527318619755595
2019-12-30,2.5324206605719213,0.8400437097916089,-0.6100440176070427
2019-12-31,-4.742304614153353,0.3757579955058946,0.016329608766583736
2020-01-01,-6.409725428632991,-0.12402653369039925,0.6356465663188351
2020-01-02,14.102879613383813,-0.08761196786406873,10.405954689568135
2020-01-03,10.772347400498662,-0.7066595869116877,6.265898667159171
2020-01-04,21.060862806661124,1.744320805245175,6.758895866038722
2020-01-05,18.683519561670824,1.9581755779234769,5.5273186197555955
2020-01-06,8.53242066057192,-0.15995629020839108,4.389955982392957
2020-01-07,5.257695385846647,-0.6242420044941054,4.016329608766584
2020-01-08,9.590274571367008,-0.12402653369039925,7.635646566318835
2020-01-09,8.102879613383813,0.9123880321359312,6.405954689568135
2020-01-10,4.772347400498662,3.293340413088312,4.265898667159171
2020-01-11,17.060862806661124,1.744320805245175,5.758895866038722
2020-01-12,18.683519561670824,2.958175577923477,4.5273186197555955
2020-01-13,35.53242066057192,4.840043709791609,7.389955982392957
2020-01-14,25.257695385846645,3.3757579955058947,8.016329608766585
2020-01-15,32.59027457136701,3.875973466309601,3.635646566318835
2020-01-16,19.102879613383813,2.9123880321359312,4.405954689568135
2020-01-17,12.772347400498662,1.2933404130883122,6.265898667159171
2020-01-18,18.060862806661124,1.744320805245175,3.758895866038723
2020-01-19,21.683519561670824,1.9581755779234769,5.5273186197555955
2020-01-20,6.532420660571921,4.840043709791609,4.389955982392957
2020-01-21,14.257695385846647,2.3757579955058947,2.0163296087665836
2020-01-22,12.590274571367008,1.8759734663096008,2.635646566318835
2020-01-23,21.102879613383813,1.9123880321359312,5.405954689568135
2020-01-24,17.77234740049866,1.2933404130883122,6.265898667159171
2020-01-25,44.06086280666112,0.744320805245175,3.758895866038723
2020-01-26,18.683519561670824,2.958175577923477,6.5273186197555955
2020-01-27,14.53242066057192,0.8400437097916089,4.389955982392957
2020-01-28,31.257695385846645,3.3757579955058947,6.016329608766584
2020-01-29,18.590274571367008,2.875973466309601,5.635646566318835
2020-01-30,22.102879613383813,3.9123880321359312,7.405954689568135
2020-01-31,8.772347400498662,5.293340413088313,7.265898667159171
2020-02-01,17.060862806661124,1.744320805245175,4.758895866038722
2020-02-02,18.683519561670824,0.958175577923477,3.527318619755595
2020-02-03,17.532420660571923,1.840043709791609,1.3899559823929573
2020-02-04,5.257695385846647,2.3757579955058947,2.0163296087665836
2020-02-05,17.590274571367008,0.8759734663096007,3.635646566318835
2020-02-06,18.102879613383813,-0.08761196786406873,6.405954689568135
2020-02-07,-6.227652599501338,2.293340413088312,11.26589866715917
2020-02-08,17.060862806661124,1.744320805245175,1.7588958660387228
2020-02-09,18.683519561670824,0.958175577923477,4.5273186197555955
2020-02-10,22.532420660571923,-0.15995629020839108,10.389955982392957
2020-02-11,23.257695385846645,0.3757579955058946,1.0163296087665836
2020-02-12,23.590274571367008,4.875973466309601,5.635646566318835
2020-02-13,21.102879613383813,3.9123880321359312,2.405954689568135
2020-02-14,12.772347400498662,0.29334041308831227,1.2658986671591714
2020-02-15,17.060862806661124,0.744320805245175,6.758895866038722
2020-02-16,18.683519561670824,2.958175577923477,3.527318619755595
2020-02-17,8.53242066057192,0.8400437097916089,4.389955982392957
2020-02-18,16.257695385846645,2.3757579955058947,2.0163296087665836
2020-02-19,4.590274571367009,2.875973466309601,9.635646566318835
2020-02-20,17.102879613383813,3.9123880321359312,2.405954689568135
2020-02-21,30.77234740049866,1.2933404130883122,15.26589866715917
2020-02-22,26.060862806661124,1.744320805245175,4.758895866038722
2020-02-23,18.683519561670824,1.9581755779234769,2.527318619755595
2020-02-24,12.53242066057192,1.840043709791609,8.389955982392957
2020-02-25,26.257695385846645,2.3757579955058947,0.016329608766583736
2020-02-26,39.59027457136701,2.875973466309601,5.635646566318835
2020-02-27,8.102879613383813,0.9123880321359312,7.405954689568135
2020-02-28,13.772347400498662,-0.7066595869116877,4.265898667159171
2020-02-29,17.060862806661124,0.744320805245175,6.758895866038722
2020-03-01,20.683519561670824,0.958175577923477,4.5273186197555955
2020-03-02,36.53242066057192,1.840043709791609,8.389955982392957
2020-03-03,23.257695385846645,0.3757579955058946,7.016329608766584
2020-03-04,39.59027457136701,3.875973466309601,0.6356465663188351
2020-03-05,22.102879613383813,2.9123880321359312,8.405954689568135
2020-03-06,13.772347400498662,2.293340413088312,2.2658986671591714
2020-03-07,21.060862806661124,0.744320805245175,6.758895866038722
2020-03-08,18.683519561670824,0.958175577923477,6.5273186197555955
2020-03-09,22.532420660571923,-0.15995629020839108,7.389955982392957
2020-03-10,10.257695385846647,2.3757579955058947,10.016329608766585
2020-03-11,11.590274571367008,4.875973466309601,8.635646566318835
2020-03-12,8.102879613383813,0.9123880321359312,-0.594045310431865
2020-03-13,12.772347400498662,-0.7066595869116877,5.265898667159171
2020-03-14,23.060862806661124,0.744320805245175,7.758895866038722
2020-03-15,23.683519561670824,0.958175577923477,3.527318619755595
2020-03-16,37.53242066057192,-0.15995629020839108,7.389955982392957
2020-03-17,8.257695385846647,-0.6242420044941054,11.016329608766585
2020-03-18,16.590274571367008,0.8759734663096007,15.635646566318835
2020-03-19,7.102879613383814,2.9123880321359312,10.405954689568135
2020-03-20,17.77234740049866,4.293340413088313,4.265898667159171
2020-03-21,19.060862806661124,1.744320805245175,8.758895866038722
2020-03-22,22.683519561670824,4.958175577923477,3.527318619755595
2020-03-23,20.532420660571923,3.840043709791609,9.389955982392957
2020-03-24,5.257695385846647,2.3757579955058947,14.016329608766585
2020-03-25,2.590274571367009,3.875973466309601,9.635646566318835
2020-03-26,37.10287961338381,0.9123880321359312,5.405954689568135
2020-03-27,42.77234740049866,0.29334041308831227,4.265898667159171
2020-03-28,18.060862806661124,2.744320805245175,10.758895866038722
2020-03-29,20.683519561670824,0.958175577923477,9.527318619755595
2020-03-30,35.53242066057192,2.840043709791609,15.389955982392957
2020-03-31,6.257695385846647,3.3757579955058947,23.016329608766583
2020-04-01,29.590274571367008,1.8759734663096008,11.635646566318835
2020-04-02,6.102879613383814,0.9123880321359312,13.405954689568135
2020-04-03,25.77234740049866,1.2933404130883122,18.26589866715917
2020-04-04,19.060862806661124,1.744320805245175,9.758895866038722
2020-04-05,20.683519561670824,0.958175577923477,6.5273186197555955
2020-04-06,19.532420660571923,8.840043709791608,12.389955982392957
2020-04-07,13.257695385846647,4.375757995505895,13.016329608766585
2020-04-08,16.590274571367008,2.875973466309601,19.635646566318837
2020-04-09,13.102879613383813,2.9123880321359312,9.405954689568135
2020-04-10,0.7723474004986617,3.293340413088312,3.2658986671591714
2020-04-11,19.060862806661124,1.744320805245175,10.758895866038722
2020-04-12,22.683519561670824,0.958175577923477,6.5273186197555955
2020-04-13,31.532420660571923,2.840043709791609,7.389955982392957
2020-04-14,22.257695385846645,1.3757579955058947,10.016329608766585
2020-04-15,12.590274571367008,3.875973466309601,1.635646566318835
2020-04-16,19.102879613383813,5.912388032135931,3.405954689568135
2020-04-17,9.772347400498662,7.293340413088313,6.265898667159171
2020-04-18,17.060862806661124,5.744320805245175,5.758895866038722
2020-04-19,24.683519561670824,3.958175577923477,6.5273186197555955
2020-04-20,25.532420660571923,3.840043709791609,5.389955982392957
2020-04-21,9.257695385846647,15.375757995505895,12.016329608766585
2020-04-22,23.590274571367008,6.875973466309601,5.635646566318835
2020-04-23,31.102879613383813,5.912388032135931,8.405954689568135
2020-04-24,6.772347400498662,4.293340413088313,8.26589866715917
2020-04-25,26.060862806661124,1.744320805245175,6.758895866038722
2020-04-26,18.683519561670824,2.958175577923477,5.5273186197555955
2020-04-27,32.53242066057192,2.840043709791609,5.389955982392957
2020-04-28,21.257695385846645,6.375757995505895,2.0163296087665836
2020-04-29,30.590274571367008,2.875973466309601,2.635646566318835
2020-04-30,9.102879613383813,2.9123880321359312,7.405954689568135
2020-05-01,-4.227652599501338,1.2933404130883122,9.26589866715917
2020-05-02,17.060862806661124,1.744320805245175,6.758895866038722
2020-05-03,21.683519561670824,0.958175577923477,4.5273186197555955
2020-05-04,9.53242066057192,2.840043709791609,3.3899559823929573
2020-05-05,19.257695385846645,0.3757579955058946,17.016329608766583
2020-05-06,7.590274571367009,-0.12402653369039925,4.635646566318835
2020-05-07,21.102879613383813,5.912388032135931,5.405954689568135
2020-05-08,38.77234740049866,2.293340413088312,7.265898667159171
2020-05-09,23.060862806661124,1.744320805245175,7.758895866038722
2020-05-10,18.683519561670824,0.958175577923477,4.5273186197555955
2020-05-11,39.53242066057192,0.8400437097916089,3.3899559823929573
2020-05-12,29.257695385846645,2.3757579955058947,13.016329608766585
2020-05-13,28.590274571367008,4.875973466309601,3.635646566318835
2020-05-14,31.102879613383813,1.9123880321359312,16.405954689568134
2020-05-15,21.77234740049866,1.2933404130883122,17.26589866715917
2020-05-16,20.060862806661124,1.744320805245175,9.758895866038722
2020-05-17,20.683519561670824,0.958175577923477,8.527318619755595
2020-05-18,26.532420660571923,4.840043709791609,6.389955982392957
2020-05-19,48.257695385846645,8.375757995505895,0.016329608766583736
2020-05-20,40.59027457136701,0.8759734663096007,2.635646566318835
2020-05-21,5.102879613383814,0.9123880321359312,4.405954689568135
2020-05-22,11.772347400498662,9.293340413088313,6.265898667159171
